backbone,config,budget,rep,method,C,auroc_light,sens_light,spec_light,auroc_mid,sens_mid,spec_mid,auroc_dark,sens_dark,spec_dark,gap_auroc
resnet50_fitzft,std_tunedC,200,2,src_cond_shuf,0.1,0.6335937500000001,0.15,0.9375,0.708955223880597,0.23333333333333334,0.9402985074626866,0.7886513157894737,0.3684210526315789,0.953125,-0.1550575657894736
resnet50_fitzft,std_tunedC,200,3,simple,0.01,0.69296875,0.3,0.9375,0.7542288557213931,0.23333333333333334,0.9850746268656716,0.6422697368421053,0.21052631578947367,0.984375,0.05069901315789471
resnet50_fitzft,std_tunedC,200,3,fair,0.1,0.6953125,0.4,0.90625,0.7746268656716417,0.26666666666666666,0.9701492537313433,0.6184210526315789,0.2631578947368421,0.96875,0.07689144736842113
resnet50_fitzft,std_tunedC,200,3,smote,0.01,0.6734375,0.3,0.9375,0.7442786069651741,0.26666666666666666,0.9552238805970149,0.6735197368421053,0.21052631578947367,0.953125,-8.22368421052877e-05
resnet50_fitzft,std_tunedC,200,3,smote_shuf,0.1,0.6890624999999999,0.25,0.96875,0.7353233830845772,0.13333333333333333,0.9850746268656716,0.6414473684210527,0.21052631578947367,0.96875,0.047615131578947256
resnet50_fitzft,std_tunedC,200,3,smote_light,0.01,0.68359375,0.3,0.921875,0.745273631840796,0.26666666666666666,0.9701492537313433,0.6077302631578947,0.21052631578947367,0.96875,0.07586348684210531
resnet50_fitzft,std_tunedC,200,3,smote_allmal,0.1,0.684375,0.2,0.96875,0.73681592039801,0.16666666666666666,0.9850746268656716,0.680921052631579,0.21052631578947367,0.984375,0.003453947368420973
resnet50_fitzft,std_tunedC,200,3,src_demo,0.01,0.6671875,0.3,0.90625,0.754726368159204,0.3333333333333333,0.9402985074626866,0.6685855263157895,0.2631578947368421,0.921875,-0.0013980263157894468
resnet50_fitzft,std_tunedC,200,3,src_cond,0.1,0.71171875,0.2,0.96875,0.7134328358208956,0.23333333333333334,0.9253731343283582,0.7220394736842105,0.21052631578947367,0.984375,-0.010320723684210553
resnet50_fitzft,std_tunedC,200,3,src_cond_dark,0.01,0.65234375,0.3,0.921875,0.7487562189054727,0.36666666666666664,0.9402985074626866,0.6817434210526316,0.2631578947368421,0.9375,-0.029399671052631637
resnet50_fitzft,std_tunedC,200,3,src_cond_shuf,0.1,0.70234375,0.2,0.984375,0.7039800995024875,0.2,0.9402985074626866,0.707236842105263,0.21052631578947367,0.984375,-0.004893092105263008
resnet50_fitzft,std_tunedC,200,4,simple,0.01,0.7171875000000001,0.15,0.984375,0.7572139303482587,0.13333333333333333,0.9701492537313433,0.665296052631579,0.21052631578947367,0.96875,0.051891447368421106
resnet50_fitzft,std_tunedC,200,4,fair,0.01,0.6148437499999999,0.55,0.640625,0.7621890547263681,0.6666666666666666,0.7164179104477612,0.634046052631579,0.5789473684210527,0.578125,-0.01920230263157907
resnet50_fitzft,std_tunedC,200,4,smote,0.01,0.72109375,0.1,0.96875,0.7701492537313434,0.16666666666666666,0.9701492537313433,0.660361842105263,0.42105263157894735,0.90625,0.060731907894736925
resnet50_fitzft,std_tunedC,200,4,smote_shuf,0.01,0.70859375,0.15,0.984375,0.746268656716418,0.13333333333333333,0.9701492537313433,0.6652960526315789,0.21052631578947367,0.953125,0.04329769736842115
resnet50_fitzft,std_tunedC,200,4,smote_light,0.01,0.725,0.15,0.9375,0.7338308457711443,0.06666666666666667,0.9701492537313433,0.6578947368421052,0.2631578947368421,0.921875,0.06710526315789478
resnet50_fitzft,std_tunedC,200,4,smote_allmal,0.01,0.71875,0.2,0.953125,0.7786069651741294,0.2,0.9552238805970149,0.6504934210526316,0.3157894736842105,0.921875,0.06825657894736836
resnet50_fitzft,std_tunedC,200,4,src_demo,0.01,0.68671875,0.2,0.84375,0.7925373134328357,0.4666666666666667,0.9104477611940298,0.7047697368421053,0.5263157894736842,0.796875,-0.018050986842105265
resnet50_fitzft,std_tunedC,200,4,src_cond,0.1,0.7078125000000001,0.15,0.9375,0.7502487562189054,0.2,0.9402985074626866,0.6924342105263158,0.3684210526315789,0.890625,0.015378289473684248
resnet50_fitzft,std_tunedC,200,4,src_cond_dark,0.01,0.68046875,0.25,0.859375,0.7920398009950248,0.4666666666666667,0.8955223880597015,0.703125,0.5263157894736842,0.78125,-0.022656250000000044
resnet50_fitzft,std_tunedC,200,4,src_cond_shuf,0.1,0.7046875,0.15,1.0,0.754726368159204,0.2,0.9402985074626866,0.685032894736842,0.3157894736842105,0.90625,0.019654605263157987
resnet50_fitzft,std_tunedC,200,5,simple,0.01,0.66328125,0.25,0.90625,0.6960199004975125,0.1,0.9552238805970149,0.6439144736842105,0.15789473684210525,0.984375,0.019366776315789536
resnet50_fitzft,std_tunedC,200,5,fair,0.1,0.69453125,0.3,0.90625,0.709452736318408,0.16666666666666666,0.9402985074626866,0.640625,0.21052631578947367,0.96875,0.053906250000000044
resnet50_fitzft,std_tunedC,200,5,smote,0.01,0.675,0.3,0.90625,0.6805970149253732,0.1,0.9253731343283582,0.6578947368421053,0.21052631578947367,0.96875,0.017105263157894735
resnet50_fitzft,std_tunedC,200,5,smote_shuf,0.01,0.69765625,0.25,0.90625,0.7069651741293532,0.16666666666666666,0.9552238805970149,0.6307565789473684,0.21052631578947367,0.9375,0.06689967105263162
resnet50_fitzft,std_tunedC,200,5,smote_light,0.01,0.6624999999999999,0.2,0.890625,0.6855721393034826,0.1,0.9402985074626866,0.6274671052631579,0.10526315789473684,0.984375,0.03503289473684201
resnet50_fitzft,std_tunedC,200,5,smote_allmal,0.1,0.6296875,0.2,0.90625,0.6895522388059702,0.06666666666666667,0.9701492537313433,0.6398026315789473,0.0,0.984375,-0.01011513157894739
resnet50_fitzft,std_tunedC,200,5,src_demo,0.01,0.66015625,0.35,0.828125,0.7487562189054726,0.3333333333333333,0.8955223880597015,0.7088815789473684,0.42105263157894735,0.90625,-0.04872532894736836
resnet50_fitzft,std_tunedC,200,5,src_cond,0.1,0.66796875,0.15,0.90625,0.7338308457711442,0.13333333333333333,0.9701492537313433,0.7080592105263158,0.3157894736842105,0.9375,-0.04009046052631582
resnet50_fitzft,std_tunedC,200,5,src_cond_dark,0.01,0.65625,0.35,0.828125,0.7393034825870646,0.3,0.9104477611940298,0.7212171052631579,0.3684210526315789,0.921875,-0.06496710526315785
resnet50_fitzft,std_tunedC,200,5,src_cond_shuf,0.1,0.659375,0.15,0.90625,0.7253731343283581,0.13333333333333333,0.9552238805970149,0.7055921052631579,0.21052631578947367,0.953125,-0.04621710526315781
resnet50_fitzft,std_tunedC,200,6,simple,0.01,0.603125,0.05,0.921875,0.7203980099502488,0.1,0.9402985074626866,0.6611842105263158,0.2631578947368421,0.953125,-0.058059210526315796
resnet50_fitzft,std_tunedC,200,6,fair,0.1,0.61796875,0.15,0.890625,0.7457711442786069,0.2,0.9402985074626866,0.6611842105263157,0.3157894736842105,0.859375,-0.04321546052631575
resnet50_fitzft,std_tunedC,200,6,smote,0.01,0.62890625,0.05,0.9375,0.7079601990049751,0.1,0.9402985074626866,0.6677631578947368,0.2631578947368421,0.9375,-0.038856907894736836
resnet50_fitzft,std_tunedC,200,6,smote_shuf,0.01,0.6140625,0.05,0.921875,0.7084577114427861,0.13333333333333333,0.9253731343283582,0.6677631578947368,0.21052631578947367,0.90625,-0.05370065789473688
resnet50_fitzft,std_tunedC,200,6,smote_light,0.01,0.62109375,0.15,0.90625,0.726865671641791,0.13333333333333333,0.9402985074626866,0.6833881578947368,0.2631578947368421,0.9375,-0.062294407894736836
resnet50_fitzft,std_tunedC,200,6,smote_allmal,0.1,0.60546875,0.05,0.953125,0.6960199004975125,0.03333333333333333,0.9402985074626866,0.6447368421052632,0.10526315789473684,0.984375,-0.039268092105263164
resnet50_fitzft,std_tunedC,200,6,src_demo,0.01,0.5695312499999999,0.15,0.8125,0.7701492537313432,0.36666666666666664,0.8955223880597015,0.6661184210526315,0.5263157894736842,0.78125,-0.09658717105263159
resnet50_fitzft,std_tunedC,200,6,src_cond,0.1,0.58203125,0.05,0.921875,0.7378109452736318,0.16666666666666666,0.9552238805970149,0.6850328947368423,0.42105263157894735,0.890625,-0.10300164473684226
resnet50_fitzft,std_tunedC,200,6,src_cond_dark,0.01,0.559375,0.15,0.84375,0.76318407960199,0.3,0.9402985074626866,0.678453947368421,0.42105263157894735,0.8125,-0.11907894736842106
resnet50_fitzft,std_tunedC,200,6,src_cond_shuf,0.1,0.5875,0.05,0.90625,0.7502487562189054,0.06666666666666667,0.9552238805970149,0.6694078947368421,0.47368421052631576,0.84375,-0.08190789473684212
resnet50_fitzft,std_tunedC,200,7,simple,0.01,0.54765625,0.2,0.921875,0.6990049751243782,0.2,0.9104477611940298,0.6299342105263157,0.21052631578947367,0.984375,-0.08227796052631575
resnet50_fitzft,std_tunedC,200,7,fair,0.1,0.5367187500000001,0.2,0.890625,0.709452736318408,0.3,0.8656716417910447,0.6151315789473684,0.2631578947368421,0.9375,-0.07841282894736823
resnet50_fitzft,std_tunedC,200,7,smote,0.01,0.559375,0.15,0.921875,0.7069651741293532,0.2,0.9253731343283582,0.6217105263157895,0.21052631578947367,0.96875,-0.062335526315789536
resnet50_fitzft,std_tunedC,200,7,smote_shuf,0.01,0.5375,0.1,0.953125,0.6736318407960199,0.16666666666666666,0.9402985074626866,0.6085526315789473,0.21052631578947367,0.984375,-0.07105263157894737
resnet50_fitzft,std_tunedC,200,7,smote_light,0.01,0.5375,0.2,0.921875,0.7039800995024876,0.3,0.8955223880597015,0.5995065789473684,0.21052631578947367,0.984375,-0.062006578947368385
resnet50_fitzft,std_tunedC,200,7,smote_allmal,0.1,0.5484375,0.15,0.96875,0.6950248756218906,0.13333333333333333,0.9552238805970149,0.6348684210526315,0.15789473684210525,0.984375,-0.0864309210526315
resnet50_fitzft,std_tunedC,200,7,src_demo,0.01,0.58828125,0.15,0.84375,0.6900497512437811,0.4,0.8805970149253731,0.6998355263157895,0.42105263157894735,0.875,-0.11155427631578951
resnet50_fitzft,std_tunedC,200,7,src_cond,0.1,0.61015625,0.15,0.9375,0.6840796019900497,0.26666666666666666,0.9253731343283582,0.6907894736842105,0.3157894736842105,0.96875,-0.08063322368421055
resnet50_fitzft,std_tunedC,200,7,src_cond_dark,0.01,0.5765625,0.15,0.84375,0.6805970149253732,0.3333333333333333,0.8805970149253731,0.7064144736842105,0.42105263157894735,0.859375,-0.12985197368421053
resnet50_fitzft,std_tunedC,200,7,src_cond_shuf,0.1,0.63359375,0.15,0.9375,0.6741293532338308,0.26666666666666666,0.9253731343283582,0.6685855263157894,0.21052631578947367,0.953125,-0.034991776315789425
resnet50_fitzft,std_tunedC,200,8,simple,0.01,0.571875,0.1,0.921875,0.7149253731343282,0.16666666666666666,0.9701492537313433,0.7294407894736842,0.05263157894736842,1.0,-0.15756578947368416
resnet50_fitzft,std_tunedC,200,8,fair,0.1,0.5984375,0.3,0.828125,0.7203980099502488,0.3,0.9104477611940298,0.7483552631578947,0.3157894736842105,0.96875,-0.14991776315789473
resnet50_fitzft,std_tunedC,200,8,smote,0.01,0.53828125,0.15,0.90625,0.6965174129353234,0.16666666666666666,0.9552238805970149,0.7639802631578947,0.2631578947368421,0.953125,-0.22569901315789465
resnet50_fitzft,std_tunedC,200,8,smote_shuf,0.01,0.58046875,0.2,0.90625,0.7129353233830846,0.2,0.9552238805970149,0.7335526315789473,0.05263157894736842,0.953125,-0.15308388157894737
resnet50_fitzft,std_tunedC,200,8,smote_light,0.01,0.5953125000000001,0.15,0.875,0.7223880597014926,0.2,0.9552238805970149,0.6949013157894737,0.05263157894736842,1.0,-0.09958881578947354
resnet50_fitzft,std_tunedC,200,8,smote_allmal,0.1,0.55546875,0.1,0.9375,0.7034825870646767,0.16666666666666666,1.0,0.7179276315789473,0.05263157894736842,1.0,-0.1624588815789474
resnet50_fitzft,std_tunedC,200,8,src_demo,0.01,0.56484375,0.3,0.765625,0.7189054726368158,0.4666666666666667,0.9253731343283582,0.7976973684210527,0.5263157894736842,0.875,-0.23285361842105268
resnet50_fitzft,std_tunedC,200,8,src_cond,0.1,0.6312500000000001,0.15,0.890625,0.7024875621890547,0.16666666666666666,0.9552238805970149,0.7804276315789473,0.2631578947368421,0.984375,-0.14917763157894726
resnet50_fitzft,std_tunedC,200,8,src_cond_dark,0.01,0.565625,0.35,0.78125,0.7009950248756219,0.4,0.9253731343283582,0.8009868421052632,0.5263157894736842,0.875,-0.23536184210526312
resnet50_fitzft,std_tunedC,200,8,src_cond_shuf,0.1,0.63125,0.15,0.90625,0.7109452736318408,0.23333333333333334,0.9402985074626866,0.7927631578947368,0.2631578947368421,0.984375,-0.16151315789473686
resnet50_fitzft,std_tunedC,200,9,simple,0.01,0.63828125,0.15,0.96875,0.6547263681592039,0.06666666666666667,0.9850746268656716,0.7220394736842104,0.10526315789473684,0.984375,-0.08375822368421038
resnet50_fitzft,std_tunedC,200,9,fair,0.1,0.66953125,0.2,0.875,0.6940298507462688,0.1,0.9253731343283582,0.7064144736842105,0.15789473684210525,0.9375,-0.03688322368421049
resnet50_fitzft,std_tunedC,200,9,smote,0.01,0.62421875,0.15,0.9375,0.6532338308457711,0.1,0.9701492537313433,0.740953947368421,0.2631578947368421,0.9375,-0.11673519736842097
resnet50_fitzft,std_tunedC,200,9,smote_shuf,0.01,0.628125,0.15,0.921875,0.6258706467661692,0.06666666666666667,0.9701492537313433,0.7187499999999999,0.10526315789473684,0.96875,-0.09062499999999984
resnet50_fitzft,std_tunedC,200,9,smote_light,0.01,0.65703125,0.25,0.921875,0.6432835820895523,0.06666666666666667,0.9552238805970149,0.7384868421052632,0.10526315789473684,0.96875,-0.08145559210526321
resnet50_fitzft,std_tunedC,200,9,smote_allmal,0.1,0.61484375,0.15,0.96875,0.6293532338308457,0.06666666666666667,0.9850746268656716,0.7417763157894737,0.0,0.984375,-0.12693256578947365
resnet50_fitzft,std_tunedC,200,9,src_demo,0.01,0.62265625,0.3,0.84375,0.7149253731343284,0.3333333333333333,0.8955223880597015,0.6833881578947368,0.3157894736842105,0.90625,-0.060731907894736814
resnet50_fitzft,std_tunedC,200,9,src_cond,0.1,0.63203125,0.1,0.953125,0.7,0.1,0.9552238805970149,0.7047697368421052,0.15789473684210525,0.984375,-0.07273848684210515
resnet50_fitzft,std_tunedC,200,9,src_cond_dark,0.01,0.63203125,0.25,0.875,0.6950248756218905,0.3,0.9104477611940298,0.6866776315789473,0.3157894736842105,0.921875,-0.0546463815789473
resnet50_fitzft,std_tunedC,200,9,src_cond_shuf,0.1,0.6015625,0.15,0.953125,0.7114427860696517,0.23333333333333334,0.9701492537313433,0.6998355263157895,0.15789473684210525,0.96875,-0.09827302631578949
resnet50_fitzft,std_tunedC,200,10,simple,0.01,0.6187499999999999,0.15,0.921875,0.7069651741293532,0.16666666666666666,0.9701492537313433,0.7023026315789473,0.21052631578947367,0.9375,-0.08355263157894743
resnet50_fitzft,std_tunedC,200,10,fair,0.1,0.6398437499999999,0.25,0.828125,0.719402985074627,0.36666666666666664,0.9552238805970149,0.6825657894736842,0.2631578947368421,0.90625,-0.04272203947368425
resnet50_fitzft,std_tunedC,200,10,smote,0.01,0.6078125000000001,0.2,0.890625,0.7069651741293533,0.16666666666666666,0.9701492537313433,0.7220394736842105,0.2631578947368421,0.921875,-0.11422697368421042
resnet50_fitzft,std_tunedC,200,10,smote_shuf,0.01,0.60546875,0.2,0.859375,0.6711442786069652,0.16666666666666666,0.9552238805970149,0.7064144736842105,0.2631578947368421,0.921875,-0.10094572368421051
resnet50_fitzft,std_tunedC,200,10,smote_light,0.01,0.60625,0.2,0.890625,0.6791044776119404,0.2,0.9701492537313433,0.6833881578947368,0.21052631578947367,0.921875,-0.07713815789473688
resnet50_fitzft,std_tunedC,200,10,smote_allmal,0.1,0.5890625,0.05,0.9375,0.6776119402985075,0.1,0.9701492537313433,0.7113486842105263,0.21052631578947367,0.953125,-0.12228618421052628
resnet50_fitzft,std_tunedC,200,10,src_demo,0.01,0.56875,0.35,0.796875,0.790547263681592,0.5,0.9552238805970149,0.7516447368421053,0.3684210526315789,0.859375,-0.18289473684210533
resnet50_fitzft,std_tunedC,200,10,src_cond,0.1,0.56953125,0.15,0.90625,0.7492537313432837,0.26666666666666666,0.9552238805970149,0.8001644736842105,0.3157894736842105,0.921875,-0.23063322368421046
resnet50_fitzft,std_tunedC,200,10,src_cond_dark,0.01,0.5632812500000001,0.3,0.8125,0.7830845771144279,0.5,0.9552238805970149,0.7763157894736842,0.42105263157894735,0.84375,-0.21303453947368411
resnet50_fitzft,std_tunedC,200,10,src_cond_shuf,0.1,0.596875,0.1,0.90625,0.7651741293532339,0.3333333333333333,0.9701492537313433,0.7919407894736842,0.2631578947368421,0.9375,-0.19506578947368414
resnet50_fitzft,std_tunedC,200,11,simple,0.01,0.57109375,0.15,0.984375,0.6597014925373135,0.2,1.0,0.6151315789473685,0.15789473684210525,0.9375,-0.04403782894736852
resnet50_fitzft,std_tunedC,200,11,fair,0.1,0.58984375,0.15,0.953125,0.6711442786069652,0.26666666666666666,1.0,0.6291118421052632,0.15789473684210525,0.921875,-0.039268092105263164
resnet50_fitzft,std_tunedC,200,11,smote,0.01,0.55859375,0.15,0.984375,0.6343283582089552,0.13333333333333333,1.0,0.6307565789473685,0.15789473684210525,0.9375,-0.07216282894736847
resnet50_fitzft,std_tunedC,200,11,smote_shuf,0.01,0.59140625,0.15,0.96875,0.6432835820895523,0.16666666666666666,1.0,0.606907894736842,0.10526315789473684,0.9375,-0.015501644736842013
resnet50_fitzft,std_tunedC,200,11,smote_light,0.01,0.5726562500000001,0.15,0.96875,0.6308457711442786,0.16666666666666666,1.0,0.5929276315789473,0.10526315789473684,0.9375,-0.020271381578947256
resnet50_fitzft,std_tunedC,200,11,smote_allmal,0.1,0.56328125,0.15,0.984375,0.6477611940298507,0.1,1.0,0.5978618421052632,0.10526315789473684,0.96875,-0.03458059210526321
resnet50_fitzft,std_tunedC,200,11,src_demo,0.01,0.6101562500000001,0.25,0.875,0.7845771144278606,0.3333333333333333,0.9552238805970149,0.6907894736842106,0.21052631578947367,0.890625,-0.08063322368421055
resnet50_fitzft,std_tunedC,200,11,src_cond,0.1,0.5921875000000001,0.15,0.953125,0.7343283582089553,0.2,0.9850746268656716,0.6554276315789475,0.21052631578947367,0.9375,-0.06324013157894737
resnet50_fitzft,std_tunedC,200,11,src_cond_dark,0.01,0.5968749999999999,0.3,0.890625,0.7736318407960199,0.3333333333333333,0.9701492537313433,0.7047697368421053,0.3157894736842105,0.921875,-0.10789473684210538
resnet50_fitzft,std_tunedC,200,11,src_cond_shuf,0.1,0.5992187499999999,0.15,0.9375,0.7537313432835822,0.23333333333333334,0.9701492537313433,0.6570723684210527,0.15789473684210525,0.9375,-0.057853618421052744
resnet50_fitzft,std_tunedC,200,12,simple,0.01,0.6796875,0.25,0.953125,0.7497512437810946,0.2,0.9552238805970149,0.6636513157894737,0.15789473684210525,0.984375,0.016036184210526327
resnet50_fitzft,std_tunedC,200,12,fair,0.1,0.66796875,0.3,0.90625,0.7477611940298508,0.3,0.9552238805970149,0.6661184210526315,0.2631578947368421,0.921875,0.0018503289473684736
resnet50_fitzft,std_tunedC,200,12,smote,0.01,0.6742187500000001,0.25,0.9375,0.7293532338308457,0.23333333333333334,0.9552238805970149,0.6677631578947367,0.21052631578947367,0.9375,0.006455592105263364
resnet50_fitzft,std_tunedC,200,12,smote_shuf,0.01,0.66796875,0.3,0.953125,0.7422885572139304,0.23333333333333334,0.9552238805970149,0.6488486842105263,0.15789473684210525,0.9375,0.019120065789473673
resnet50_fitzft,std_tunedC,200,12,smote_light,0.01,0.6617187499999999,0.25,0.921875,0.7502487562189055,0.26666666666666666,0.9402985074626866,0.618421052631579,0.15789473684210525,0.96875,0.04329769736842093
resnet50_fitzft,std_tunedC,200,12,smote_allmal,0.1,0.69375,0.1,0.984375,0.746268656716418,0.1,0.9701492537313433,0.6661184210526316,0.05263157894736842,0.984375,0.02763157894736834
resnet50_fitzft,std_tunedC,200,12,src_demo,0.01,0.6453125,0.3,0.9375,0.7313432835820896,0.4,0.9253731343283582,0.7508223684210527,0.42105263157894735,0.890625,-0.1055098684210527
resnet50_fitzft,std_tunedC,200,12,src_cond,0.1,0.6625,0.2,0.953125,0.7024875621890547,0.23333333333333334,0.9253731343283582,0.800986842105263,0.2631578947368421,0.96875,-0.13848684210526307
resnet50_fitzft,std_tunedC,200,12,src_cond_dark,0.01,0.64453125,0.3,0.9375,0.7213930348258707,0.36666666666666664,0.9104477611940298,0.7582236842105263,0.42105263157894735,0.890625,-0.11369243421052633
resnet50_fitzft,std_tunedC,200,12,src_cond_shuf,0.1,0.678125,0.2,0.953125,0.7328358208955223,0.26666666666666666,0.9253731343283582,0.7771381578947368,0.21052631578947367,0.953125,-0.09901315789473686
resnet50_fitzft,std_tunedC,200,13,simple,0.01,0.6390625,0.15,0.984375,0.6850746268656717,0.16666666666666666,0.9552238805970149,0.6562499999999999,0.05263157894736842,0.9375,-0.01718749999999991
resnet50_fitzft,std_tunedC,200,13,fair,0.1,0.63359375,0.25,0.953125,0.6970149253731344,0.16666666666666666,0.9253731343283582,0.6636513157894737,0.2631578947368421,0.875,-0.030057565789473717
resnet50_fitzft,std_tunedC,200,13,smote,0.01,0.5968749999999999,0.1,1.0,0.6840796019900498,0.13333333333333333,0.9701492537313433,0.65625,0.05263157894736842,0.90625,-0.05937500000000007
resnet50_fitzft,std_tunedC,200,13,smote_shuf,0.01,0.6312500000000001,0.1,0.96875,0.690547263681592,0.16666666666666666,0.9402985074626866,0.6661184210526315,0.15789473684210525,0.953125,-0.03486842105263144
resnet50_fitzft,std_tunedC,200,13,smote_light,0.01,0.6265625,0.1,0.953125,0.6890547263681592,0.16666666666666666,0.9552238805970149,0.6521381578947368,0.05263157894736842,0.96875,-0.025575657894736814
resnet50_fitzft,std_tunedC,200,13,smote_allmal,0.1,0.625,0.05,1.0,0.6651741293532338,0.06666666666666667,0.9701492537313433,0.6546052631578947,0.05263157894736842,0.96875,-0.02960526315789469
resnet50_fitzft,std_tunedC,200,13,src_demo,0.01,0.6382812499999999,0.25,0.875,0.6875621890547263,0.26666666666666666,0.8805970149253731,0.7351973684210525,0.47368421052631576,0.890625,-0.09691611842105263
resnet50_fitzft,std_tunedC,200,13,src_cond,0.1,0.58671875,0.2,0.9375,0.6323383084577114,0.1,0.9104477611940298,0.7450657894736843,0.21052631578947367,0.921875,-0.15834703947368434
resnet50_fitzft,std_tunedC,200,13,src_cond_dark,0.01,0.62109375,0.3,0.859375,0.672139303482587,0.3,0.8656716417910447,0.7228618421052632,0.3684210526315789,0.859375,-0.10176809210526316
resnet50_fitzft,std_tunedC,200,13,src_cond_shuf,0.1,0.58984375,0.15,0.9375,0.6288557213930348,0.06666666666666667,0.9104477611940298,0.7450657894736842,0.21052631578947367,0.9375,-0.15522203947368418
resnet50_fitzft,std_tunedC,200,14,simple,0.01,0.6171875,0.2,0.96875,0.7482587064676616,0.06666666666666667,0.9850746268656716,0.716282894736842,0.3684210526315789,0.984375,-0.09909539473684204
resnet50_fitzft,std_tunedC,200,14,fair,0.1,0.6070312499999999,0.35,0.90625,0.772636815920398,0.2,0.9552238805970149,0.7179276315789473,0.3684210526315789,0.9375,-0.11089638157894743
resnet50_fitzft,std_tunedC,200,14,smote,0.01,0.59765625,0.3,0.921875,0.7308457711442785,0.13333333333333333,0.9701492537313433,0.7574013157894737,0.3684210526315789,0.953125,-0.15974506578947367
resnet50_fitzft,std_tunedC,200,14,smote_shuf,0.01,0.61953125,0.25,0.9375,0.7278606965174129,0.1,0.9850746268656716,0.709703947368421,0.3684210526315789,0.96875,-0.09017269736842104
resnet50_fitzft,std_tunedC,200,14,smote_light,0.01,0.6187499999999999,0.25,0.890625,0.7248756218905472,0.13333333333333333,0.9701492537313433,0.7113486842105262,0.3684210526315789,0.96875,-0.0925986842105263
resnet50_fitzft,std_tunedC,200,14,smote_allmal,0.1,0.64375,0.15,0.984375,0.7114427860696517,0.06666666666666667,0.9850746268656716,0.722861842105263,0.3684210526315789,1.0,-0.07911184210526301
resnet50_fitzft,std_tunedC,200,14,src_demo,0.01,0.6078125000000001,0.3,0.890625,0.7472636815920398,0.36666666666666664,0.9253731343283582,0.7508223684210527,0.42105263157894735,0.921875,-0.14300986842105257
resnet50_fitzft,std_tunedC,200,14,src_cond,0.1,0.6359375,0.15,0.953125,0.717910447761194,0.13333333333333333,0.9552238805970149,0.7796052631578947,0.42105263157894735,0.953125,-0.14366776315789465
resnet50_fitzft,std_tunedC,200,14,src_cond_dark,0.01,0.5953124999999999,0.3,0.890625,0.7338308457711442,0.36666666666666664,0.9253731343283582,0.7606907894736842,0.47368421052631576,0.90625,-0.16537828947368427
resnet50_fitzft,std_tunedC,200,14,src_cond_shuf,0.1,0.634375,0.15,0.96875,0.7208955223880598,0.13333333333333333,0.9552238805970149,0.7549342105263157,0.42105263157894735,0.96875,-0.12055921052631569
resnet50_fitzft,std_tunedC,200,15,simple,0.01,0.6859375,0.1,0.953125,0.7592039800995025,0.26666666666666666,0.9552238805970149,0.6899671052631579,0.2631578947368421,0.984375,-0.004029605263157876
resnet50_fitzft,std_tunedC,200,15,fair,0.1,0.6984375,0.25,0.921875,0.7502487562189055,0.36666666666666664,0.9402985074626866,0.6735197368421053,0.42105263157894735,0.984375,0.024917763157894735
resnet50_fitzft,std_tunedC,200,15,smote,0.01,0.65,0.15,0.953125,0.754228855721393,0.3,0.9402985074626866,0.6949013157894737,0.47368421052631576,0.96875,-0.04490131578947365
resnet50_fitzft,std_tunedC,200,15,smote_shuf,0.01,0.67734375,0.15,0.921875,0.7666666666666666,0.3333333333333333,0.9104477611940298,0.6973684210526315,0.42105263157894735,0.984375,-0.020024671052631504
resnet50_fitzft,std_tunedC,200,15,smote_light,0.01,0.709375,0.15,0.953125,0.7631840796019901,0.3,0.9701492537313433,0.6858552631578948,0.3157894736842105,0.984375,0.023519736842105177
resnet50_fitzft,std_tunedC,200,15,smote_allmal,0.1,0.65703125,0.1,0.96875,0.7537313432835822,0.2,0.9701492537313433,0.7047697368421052,0.2631578947368421,0.984375,-0.04773848684210524
resnet50_fitzft,std_tunedC,200,15,src_demo,0.01,0.62109375,0.2,0.90625,0.7248756218905473,0.43333333333333335,0.8805970149253731,0.6414473684210527,0.2631578947368421,0.9375,-0.020353618421052655
resnet50_fitzft,std_tunedC,200,15,src_cond,0.1,0.65625,0.15,0.9375,0.7059701492537314,0.26666666666666666,0.9402985074626866,0.6768092105263157,0.15789473684210525,0.96875,-0.020559210526315708
resnet50_fitzft,std_tunedC,200,15,src_cond_dark,0.01,0.6109375,0.15,0.90625,0.7169154228855721,0.43333333333333335,0.9104477611940298,0.647203947368421,0.2631578947368421,0.921875,-0.036266447368420995
resnet50_fitzft,std_tunedC,200,15,src_cond_shuf,0.1,0.67265625,0.15,0.9375,0.708955223880597,0.2,0.9402985074626866,0.6743421052631579,0.15789473684210525,0.984375,-0.0016858552631578982
resnet50_fitzft,std_tunedC,200,16,simple,0.01,0.6429687500000001,0.1,1.0,0.619402985074627,0.06666666666666667,0.9850746268656716,0.5863486842105263,0.05263157894736842,0.984375,0.05662006578947376
resnet50_fitzft,std_tunedC,200,16,fair,0.1,0.6742187500000001,0.25,0.953125,0.6651741293532338,0.13333333333333333,0.9552238805970149,0.6167763157894736,0.15789473684210525,0.96875,0.05744243421052653
resnet50_fitzft,std_tunedC,200,16,smote,0.01,0.64765625,0.1,1.0,0.6298507462686568,0.06666666666666667,1.0,0.6373355263157894,0.05263157894736842,0.984375,0.010320723684210664
