backbone,rep,method,kind,skin,dgroup,n_pos,sens,auroc_vs_benign,subset,n,auroc
resnet50_fitzft,7,simple,stratum,mid,LYM,4,0.25,0.47388059701492535,,,
resnet50_fitzft,7,simple,stratum,mid,OTH,2,0.0,0.32089552238805974,,,
resnet50_fitzft,7,simple,stratum,dark,KC,3,0.0,0.7447916666666666,,,
resnet50_fitzft,7,simple,stratum,dark,MEL,4,0.0,0.66015625,,,
resnet50_fitzft,7,simple,stratum,dark,LYM,11,0.09090909090909091,0.796875,,,
resnet50_fitzft,7,simple,stratum,dark,OTH,1,0.0,0.984375,,,
resnet50_fitzft,7,simple,overall,light,,20,0.25,,all,84.0,0.6789062499999999
resnet50_fitzft,7,simple,overall,mid,,30,0.16666666666666666,,all,97.0,0.6572139303482586
resnet50_fitzft,7,simple,overall,dark,,19,0.05263157894736842,,all,83.0,0.769736842105263
resnet50_fitzft,7,simple,overall,light,,18,0.2777777777777778,,noLYM,82.0,0.7161458333333333
resnet50_fitzft,7,simple,overall,mid,,26,0.15384615384615385,,noLYM,93.0,0.6854190585533869
resnet50_fitzft,7,simple,overall,dark,,8,0.0,,noLYM,72.0,0.732421875
resnet50_fitzft,7,fair,stratum,light,KC,12,0.4166666666666667,0.78125,,,
resnet50_fitzft,7,fair,stratum,light,MEL,4,0.25,0.390625,,,
resnet50_fitzft,7,fair,stratum,light,LYM,2,0.0,0.4375,,,
resnet50_fitzft,7,fair,stratum,light,OTH,2,0.0,0.671875,,,
resnet50_fitzft,7,fair,stratum,mid,KC,20,0.25,0.8164179104477611,,,
resnet50_fitzft,7,fair,stratum,mid,MEL,4,0.0,0.4701492537313433,,,
resnet50_fitzft,7,fair,stratum,mid,LYM,4,0.25,0.4776119402985074,,,
resnet50_fitzft,7,fair,stratum,mid,OTH,2,0.0,0.3656716417910448,,,
resnet50_fitzft,7,fair,stratum,dark,KC,3,0.0,0.6875,,,
resnet50_fitzft,7,fair,stratum,dark,MEL,4,0.0,0.6484375,,,
resnet50_fitzft,7,fair,stratum,dark,LYM,11,0.36363636363636365,0.7670454545454546,,,
resnet50_fitzft,7,fair,stratum,dark,OTH,1,1.0,1.0,,,
resnet50_fitzft,7,fair,overall,light,,20,0.3,,all,84.0,0.6578125000000001
resnet50_fitzft,7,fair,overall,mid,,30,0.2,,all,97.0,0.6950248756218906
resnet50_fitzft,7,fair,overall,dark,,19,0.2631578947368421,,all,83.0,0.7417763157894737
resnet50_fitzft,7,fair,overall,light,,18,0.3333333333333333,,noLYM,82.0,0.6822916666666667
resnet50_fitzft,7,fair,overall,mid,,26,0.19230769230769232,,noLYM,93.0,0.7284730195177958
resnet50_fitzft,7,fair,overall,dark,,8,0.125,,noLYM,72.0,0.70703125
resnet50_fitzft,8,source,stratum,light,KC,14,0.9285714285714286,0.6919642857142857,,,
resnet50_fitzft,8,source,stratum,light,MEL,2,0.5,0.4609375,,,
resnet50_fitzft,8,source,stratum,light,LYM,1,1.0,0.46875,,,
resnet50_fitzft,8,source,stratum,light,OTH,3,0.6666666666666666,0.5833333333333333,,,
resnet50_fitzft,8,source,stratum,mid,KC,26,0.8461538461538461,0.6983352468427095,,,
resnet50_fitzft,8,source,stratum,mid,MEL,2,0.5,0.5373134328358209,,,
resnet50_fitzft,8,source,stratum,mid,LYM,2,0.5,0.4552238805970149,,,
resnet50_fitzft,8,source,stratum,dark,KC,4,1.0,0.81640625,,,
resnet50_fitzft,8,source,stratum,dark,MEL,3,1.0,0.7864583333333334,,,
resnet50_fitzft,8,source,stratum,dark,LYM,10,0.7,0.61640625,,,
resnet50_fitzft,8,source,stratum,dark,OTH,2,1.0,0.78125,,,
resnet50_fitzft,8,source,overall,light,,20,0.85,,all,84.0,0.64140625
resnet50_fitzft,8,source,overall,mid,,30,0.8,,all,97.0,0.6713930348258706
resnet50_fitzft,8,source,overall,dark,,19,0.8421052631578947,,all,83.0,0.7027138157894737
resnet50_fitzft,8,source,overall,light,,19,0.8421052631578947,,noLYM,83.0,0.6504934210526315
resnet50_fitzft,8,source,overall,mid,,28,0.8214285714285714,,noLYM,95.0,0.6868336886993603
resnet50_fitzft,8,source,overall,dark,,9,1.0,,noLYM,73.0,0.7986111111111112
resnet50_fitzft,8,simple,stratum,light,KC,14,0.14285714285714285,0.65625,,,
resnet50_fitzft,8,simple,stratum,light,MEL,2,0.5,0.71875,,,
resnet50_fitzft,8,simple,stratum,light,LYM,1,0.0,0.375,,,
resnet50_fitzft,8,simple,stratum,light,OTH,3,0.0,0.671875,,,
resnet50_fitzft,8,simple,stratum,mid,KC,26,0.15384615384615385,0.7824339839265213,,,
resnet50_fitzft,8,simple,stratum,mid,MEL,2,0.0,0.14179104477611942,,,
resnet50_fitzft,8,simple,stratum,mid,LYM,2,0.0,0.4253731343283582,,,
resnet50_fitzft,8,simple,stratum,dark,KC,4,0.0,0.48046875,,,
resnet50_fitzft,8,simple,stratum,dark,MEL,3,0.0,0.6822916666666666,,,
resnet50_fitzft,8,simple,stratum,dark,LYM,10,0.1,0.815625,,,
resnet50_fitzft,8,simple,stratum,dark,OTH,2,0.5,0.9609375,,,
resnet50_fitzft,8,simple,overall,light,,20,0.15,,all,84.0,0.6507812499999999
resnet50_fitzft,8,simple,overall,mid,,30,0.13333333333333333,,all,97.0,0.7159203980099502
resnet50_fitzft,8,simple,overall,dark,,19,0.10526315789473684,,all,83.0,0.7393092105263158
resnet50_fitzft,8,simple,overall,light,,19,0.15789473684210525,,noLYM,83.0,0.665296052631579
resnet50_fitzft,8,simple,overall,mid,,28,0.14285714285714285,,noLYM,95.0,0.7366737739872069
resnet50_fitzft,8,simple,overall,dark,,9,0.1111111111111111,,noLYM,73.0,0.6545138888888888
resnet50_fitzft,8,fair,stratum,light,KC,14,0.2857142857142857,0.7042410714285714,,,
resnet50_fitzft,8,fair,stratum,light,MEL,2,0.5,0.5546875,,,
resnet50_fitzft,8,fair,stratum,light,LYM,1,0.0,0.484375,,,
resnet50_fitzft,8,fair,stratum,light,OTH,3,0.0,0.71875,,,
resnet50_fitzft,8,fair,stratum,mid,KC,26,0.19230769230769232,0.7858783008036739,,,
resnet50_fitzft,8,fair,stratum,mid,MEL,2,0.0,0.2388059701492537,,,
resnet50_fitzft,8,fair,stratum,mid,LYM,2,0.0,0.4626865671641791,,,
resnet50_fitzft,8,fair,stratum,dark,KC,4,0.25,0.4765625,,,
resnet50_fitzft,8,fair,stratum,dark,MEL,3,0.0,0.6510416666666666,,,
resnet50_fitzft,8,fair,stratum,dark,LYM,10,0.3,0.8390625,,,
resnet50_fitzft,8,fair,stratum,dark,OTH,2,0.5,0.9765625,,,
resnet50_fitzft,8,fair,overall,light,,20,0.25,,all,84.0,0.68046875
resnet50_fitzft,8,fair,overall,mid,,30,0.16666666666666666,,all,97.0,0.7278606965174129
resnet50_fitzft,8,fair,overall,dark,,19,0.2631578947368421,,all,83.0,0.747532894736842
resnet50_fitzft,8,fair,overall,light,,19,0.2631578947368421,,noLYM,83.0,0.6907894736842105
resnet50_fitzft,8,fair,overall,mid,,28,0.17857142857142858,,noLYM,95.0,0.7468017057569296
resnet50_fitzft,8,fair,overall,dark,,9,0.2222222222222222,,noLYM,73.0,0.6458333333333334
resnet50_fitzft,9,source,stratum,light,KC,16,0.875,0.64013671875,,,
resnet50_fitzft,9,source,stratum,light,MEL,1,0.0,0.046875,,,
resnet50_fitzft,9,source,stratum,light,LYM,1,1.0,0.640625,,,
resnet50_fitzft,9,source,stratum,light,OTH,2,0.5,0.4765625,,,
resnet50_fitzft,9,source,stratum,mid,KC,23,0.8260869565217391,0.6706683971447113,,,
resnet50_fitzft,9,source,stratum,mid,MEL,4,0.5,0.47388059701492535,,,
resnet50_fitzft,9,source,stratum,mid,LYM,2,1.0,0.6417910447761194,,,
resnet50_fitzft,9,source,stratum,mid,OTH,1,1.0,0.9104477611940298,,,
resnet50_fitzft,9,source,stratum,dark,KC,2,0.5,0.3515625,,,
resnet50_fitzft,9,source,stratum,dark,MEL,5,0.8,0.68125,,,
resnet50_fitzft,9,source,stratum,dark,LYM,9,0.6666666666666666,0.5190972222222222,,,
resnet50_fitzft,9,source,stratum,dark,OTH,3,1.0,0.71875,,,
resnet50_fitzft,9,source,overall,light,,20,0.8,,all,84.0,0.594140625
resnet50_fitzft,9,source,overall,mid,,30,0.8,,all,97.0,0.650497512437811
resnet50_fitzft,9,source,overall,dark,,19,0.7368421052631579,,all,83.0,0.5756578947368421
resnet50_fitzft,9,source,overall,light,,19,0.7894736842105263,,noLYM,83.0,0.5916940789473685
resnet50_fitzft,9,source,overall,mid,,28,0.7857142857142857,,noLYM,95.0,0.6511194029850746
resnet50_fitzft,9,source,overall,dark,,10,0.8,,noLYM,74.0,0.6265625
resnet50_fitzft,9,simple,stratum,light,KC,16,0.1875,0.744140625,,,
resnet50_fitzft,9,simple,stratum,light,MEL,1,0.0,0.859375,,,
resnet50_fitzft,9,simple,stratum,light,LYM,1,0.0,0.671875,,,
resnet50_fitzft,9,simple,stratum,light,OTH,2,0.0,0.4140625,,,
resnet50_fitzft,9,simple,stratum,mid,KC,23,0.08695652173913043,0.8105126541207008,,,
resnet50_fitzft,9,simple,stratum,mid,MEL,4,0.0,0.5783582089552238,,,
resnet50_fitzft,9,simple,stratum,mid,LYM,2,0.0,0.664179104477612,,,
resnet50_fitzft,9,simple,stratum,mid,OTH,1,0.0,0.8507462686567164,,,
resnet50_fitzft,9,simple,stratum,dark,KC,2,0.0,0.5234375,,,
resnet50_fitzft,9,simple,stratum,dark,MEL,5,0.0,0.721875,,,
resnet50_fitzft,9,simple,stratum,dark,LYM,9,0.0,0.7795138888888888,,,
resnet50_fitzft,9,simple,stratum,dark,OTH,3,0.3333333333333333,0.9166666666666666,,,
resnet50_fitzft,9,simple,overall,light,,20,0.15,,all,84.0,0.71328125
resnet50_fitzft,9,simple,overall,mid,,30,0.06666666666666667,,all,97.0,0.7711442786069652
resnet50_fitzft,9,simple,overall,dark,,19,0.05263157894736842,,all,83.0,0.7590460526315789
resnet50_fitzft,9,simple,overall,light,,19,0.15789473684210525,,noLYM,83.0,0.7154605263157894
resnet50_fitzft,9,simple,overall,mid,,28,0.07142857142857142,,noLYM,95.0,0.7787846481876333
resnet50_fitzft,9,simple,overall,dark,,10,0.1,,noLYM,74.0,0.740625
resnet50_fitzft,9,fair,stratum,light,KC,16,0.375,0.7578125,,,
resnet50_fitzft,9,fair,stratum,light,MEL,1,0.0,0.78125,,,
resnet50_fitzft,9,fair,stratum,light,LYM,1,0.0,0.734375,,,
resnet50_fitzft,9,fair,stratum,light,OTH,2,0.0,0.390625,,,
resnet50_fitzft,9,fair,stratum,mid,KC,23,0.08695652173913043,0.8163530175210902,,,
resnet50_fitzft,9,fair,stratum,mid,MEL,4,0.0,0.5373134328358209,,,
resnet50_fitzft,9,fair,stratum,mid,LYM,2,0.0,0.5895522388059702,,,
resnet50_fitzft,9,fair,stratum,mid,OTH,1,0.0,0.835820895522388,,,
resnet50_fitzft,9,fair,stratum,dark,KC,2,0.0,0.484375,,,
resnet50_fitzft,9,fair,stratum,dark,MEL,5,0.0,0.7156250000000001,,,
resnet50_fitzft,9,fair,stratum,dark,LYM,9,0.0,0.751736111111111,,,
resnet50_fitzft,9,fair,stratum,dark,OTH,3,0.6666666666666666,0.9166666666666666,,,
resnet50_fitzft,9,fair,overall,light,,20,0.3,,all,84.0,0.72109375
resnet50_fitzft,9,fair,overall,mid,,30,0.06666666666666667,,all,97.0,0.764676616915423
resnet50_fitzft,9,fair,overall,dark,,19,0.10526315789473684,,all,83.0,0.7401315789473684
resnet50_fitzft,9,fair,overall,light,,19,0.3157894736842105,,noLYM,83.0,0.7203947368421052
resnet50_fitzft,9,fair,overall,mid,,28,0.07142857142857142,,noLYM,95.0,0.7771855010660981
resnet50_fitzft,9,fair,overall,dark,,10,0.2,,noLYM,74.0,0.7296874999999999
resnet50_fitzft,10,source,stratum,light,KC,16,0.9375,0.556640625,,,
resnet50_fitzft,10,source,stratum,light,MEL,2,1.0,0.6328125,,,
resnet50_fitzft,10,source,stratum,light,LYM,1,1.0,0.609375,,,
resnet50_fitzft,10,source,stratum,light,OTH,1,0.0,0.109375,,,
resnet50_fitzft,10,source,stratum,mid,KC,21,0.9523809523809523,0.7448471926083866,,,
resnet50_fitzft,10,source,stratum,mid,MEL,3,0.6666666666666666,0.5223880597014925,,,
resnet50_fitzft,10,source,stratum,mid,LYM,3,0.6666666666666666,0.6368159203980099,,,
resnet50_fitzft,10,source,stratum,mid,OTH,3,1.0,0.5373134328358209,,,
resnet50_fitzft,10,source,stratum,dark,KC,5,1.0,0.76875,,,
resnet50_fitzft,10,source,stratum,dark,MEL,2,1.0,0.8671875,,,
resnet50_fitzft,10,source,stratum,dark,LYM,11,0.7272727272727273,0.5241477272727273,,,
resnet50_fitzft,10,source,stratum,dark,OTH,1,1.0,0.46875,,,
resnet50_fitzft,10,source,overall,light,,20,0.9,,all,84.0,0.5445312499999999
resnet50_fitzft,10,source,overall,mid,,30,0.9,,all,97.0,0.691044776119403
resnet50_fitzft,10,source,overall,dark,,19,0.8421052631578947,,all,83.0,0.6217105263157894
resnet50_fitzft,10,source,overall,light,,19,0.8947368421052632,,noLYM,83.0,0.5411184210526315
resnet50_fitzft,10,source,overall,mid,,27,0.9259259259259259,,noLYM,94.0,0.6970702045328911
resnet50_fitzft,10,source,overall,dark,,8,1.0,,noLYM,72.0,0.755859375
resnet50_fitzft,10,simple,stratum,light,KC,16,0.125,0.6455078125,,,
resnet50_fitzft,10,simple,stratum,light,MEL,2,0.0,0.4375,,,
resnet50_fitzft,10,simple,stratum,light,LYM,1,0.0,0.375,,,
resnet50_fitzft,10,simple,stratum,light,OTH,1,0.0,0.328125,,,
resnet50_fitzft,10,simple,stratum,mid,KC,21,0.23809523809523808,0.7427149964463396,,,
resnet50_fitzft,10,simple,stratum,mid,MEL,3,0.0,0.5323383084577115,,,
resnet50_fitzft,10,simple,stratum,mid,LYM,3,0.3333333333333333,0.6019900497512438,,,
resnet50_fitzft,10,simple,stratum,mid,OTH,3,0.0,0.5124378109452736,,,
resnet50_fitzft,10,simple,stratum,dark,KC,5,0.6,0.828125,,,
resnet50_fitzft,10,simple,stratum,dark,MEL,2,0.0,0.6171875,,,
resnet50_fitzft,10,simple,stratum,dark,LYM,11,0.09090909090909091,0.6605113636363635,,,
resnet50_fitzft,10,simple,stratum,dark,OTH,1,0.0,0.546875,,,
resnet50_fitzft,10,simple,overall,light,,20,0.1,,all,84.0,0.5953124999999999
resnet50_fitzft,10,simple,overall,mid,,30,0.2,,all,97.0,0.6845771144278607
resnet50_fitzft,10,simple,overall,dark,,19,0.21052631578947367,,all,83.0,0.694078947368421
resnet50_fitzft,10,simple,overall,light,,19,0.10526315789473684,,noLYM,83.0,0.6069078947368421
resnet50_fitzft,10,simple,overall,mid,,27,0.18518518518518517,,noLYM,94.0,0.6937534549474849
resnet50_fitzft,10,simple,overall,dark,,8,0.375,,noLYM,72.0,0.740234375
resnet50_fitzft,10,fair,stratum,light,KC,16,0.3125,0.6953125,,,
resnet50_fitzft,10,fair,stratum,light,MEL,2,0.0,0.5,,,
resnet50_fitzft,10,fair,stratum,light,LYM,1,0.0,0.6875,,,
resnet50_fitzft,10,fair,stratum,light,OTH,1,0.0,0.265625,,,
resnet50_fitzft,10,fair,stratum,mid,KC,21,0.23809523809523808,0.7690120824449183,,,
resnet50_fitzft,10,fair,stratum,mid,MEL,3,0.0,0.5671641791044775,,,
resnet50_fitzft,10,fair,stratum,mid,LYM,3,0.3333333333333333,0.6169154228855721,,,
resnet50_fitzft,10,fair,stratum,mid,OTH,3,0.0,0.47761194029850745,,,
resnet50_fitzft,10,fair,stratum,dark,KC,5,0.8,0.821875,,,
resnet50_fitzft,10,fair,stratum,dark,MEL,2,0.0,0.6328125,,,
resnet50_fitzft,10,fair,stratum,dark,LYM,11,0.18181818181818182,0.6732954545454546,,,
resnet50_fitzft,10,fair,stratum,dark,OTH,1,0.0,0.578125,,,
resnet50_fitzft,10,fair,overall,light,,20,0.25,,all,84.0,0.65390625
resnet50_fitzft,10,fair,overall,mid,,30,0.2,,all,97.0,0.7044776119402985
resnet50_fitzft,10,fair,overall,dark,,19,0.3157894736842105,,all,83.0,0.703125
resnet50_fitzft,10,fair,overall,light,,19,0.2631578947368421,,noLYM,83.0,0.6521381578947368
resnet50_fitzft,10,fair,overall,mid,,27,0.18518518518518517,,noLYM,94.0,0.7142067440574904
resnet50_fitzft,10,fair,overall,dark,,8,0.5,,noLYM,72.0,0.744140625
resnet50_fitzft,11,source,stratum,light,KC,15,0.8,0.5776041666666666,,,
resnet50_fitzft,11,source,stratum,light,MEL,2,1.0,0.546875,,,
resnet50_fitzft,11,source,stratum,light,LYM,1,1.0,0.921875,,,
resnet50_fitzft,11,source,stratum,light,OTH,2,1.0,0.84375,,,
resnet50_fitzft,11,source,stratum,mid,KC,21,0.8571428571428571,0.7256574271499644,,,
resnet50_fitzft,11,source,stratum,mid,MEL,4,0.75,0.6902985074626866,,,
resnet50_fitzft,11,source,stratum,mid,LYM,2,0.5,0.4328358208955224,,,
resnet50_fitzft,11,source,stratum,mid,OTH,3,0.6666666666666666,0.6169154228855721,,,
resnet50_fitzft,11,source,stratum,dark,KC,4,1.0,0.8046875,,,
resnet50_fitzft,11,source,stratum,dark,MEL,4,0.75,0.72265625,,,
resnet50_fitzft,11,source,stratum,dark,LYM,10,0.8,0.559375,,,
resnet50_fitzft,11,source,stratum,dark,OTH,1,1.0,0.625,,,
resnet50_fitzft,11,source,overall,light,,20,0.85,,all,84.0,0.6183593749999999
resnet50_fitzft,11,source,overall,mid,,30,0.8,,all,97.0,0.690547263681592
resnet50_fitzft,11,source,overall,dark,,19,0.8421052631578947,,all,83.0,0.6488486842105263
resnet50_fitzft,11,source,overall,light,,19,0.8421052631578947,,noLYM,83.0,0.6023848684210527
resnet50_fitzft,11,source,overall,mid,,28,0.8214285714285714,,noLYM,95.0,0.7089552238805971
resnet50_fitzft,11,source,overall,dark,,9,0.8888888888888888,,noLYM,73.0,0.748263888888889
resnet50_fitzft,11,simple,stratum,light,KC,15,0.06666666666666667,0.5385416666666667,,,
resnet50_fitzft,11,simple,stratum,light,MEL,2,0.0,0.3671875,,,
resnet50_fitzft,11,simple,stratum,light,LYM,1,0.0,0.890625,,,
resnet50_fitzft,11,simple,stratum,light,OTH,2,0.0,0.8359375,,,
resnet50_fitzft,11,simple,stratum,mid,KC,21,0.14285714285714285,0.7782515991471215,,,
resnet50_fitzft,11,simple,stratum,mid,MEL,4,0.0,0.2873134328358209,,,
resnet50_fitzft,11,simple,stratum,mid,LYM,2,0.0,0.41044776119402987,,,
resnet50_fitzft,11,simple,stratum,mid,OTH,3,0.0,0.5323383084577114,,,
resnet50_fitzft,11,simple,stratum,dark,KC,4,0.0,0.6796875,,,
resnet50_fitzft,11,simple,stratum,dark,MEL,4,0.0,0.6171875,,,
resnet50_fitzft,11,simple,stratum,dark,LYM,10,0.1,0.771875,,,
resnet50_fitzft,11,simple,stratum,dark,OTH,1,1.0,1.0,,,
resnet50_fitzft,11,simple,overall,light,,20,0.05,,all,84.0,0.5687500000000001
resnet50_fitzft,11,simple,overall,mid,,30,0.1,,all,97.0,0.663681592039801
resnet50_fitzft,11,simple,overall,dark,,19,0.10526315789473684,,all,83.0,0.7319078947368421
resnet50_fitzft,11,simple,overall,light,,19,0.05263157894736842,,noLYM,83.0,0.5518092105263158
resnet50_fitzft,11,simple,overall,mid,,28,0.10714285714285714,,noLYM,95.0,0.681769722814499
resnet50_fitzft,11,simple,overall,dark,,9,0.1111111111111111,,noLYM,73.0,0.6875
resnet50_fitzft,11,fair,stratum,light,KC,15,0.06666666666666667,0.5510416666666667,,,
resnet50_fitzft,11,fair,stratum,light,MEL,2,0.0,0.3046875,,,
resnet50_fitzft,11,fair,stratum,light,LYM,1,1.0,0.9375,,,
resnet50_fitzft,11,fair,stratum,light,OTH,2,0.0,0.890625,,,
resnet50_fitzft,11,fair,stratum,mid,KC,21,0.3333333333333333,0.8045486851457001,,,
resnet50_fitzft,11,fair,stratum,mid,MEL,4,0.0,0.3208955223880597,,,
resnet50_fitzft,11,fair,stratum,mid,LYM,2,0.0,0.2985074626865672,,,
resnet50_fitzft,11,fair,stratum,mid,OTH,3,0.0,0.49751243781094523,,,
resnet50_fitzft,11,fair,stratum,dark,KC,4,0.25,0.73046875,,,
resnet50_fitzft,11,fair,stratum,dark,MEL,4,0.0,0.58984375,,,
resnet50_fitzft,11,fair,stratum,dark,LYM,10,0.1,0.8171875,,,
resnet50_fitzft,11,fair,stratum,dark,OTH,1,1.0,1.0,,,
resnet50_fitzft,11,fair,overall,light,,20,0.1,,all,84.0,0.5796875
resnet50_fitzft,11,fair,overall,mid,,30,0.23333333333333334,,all,97.0,0.6756218905472637
resnet50_fitzft,11,fair,overall,dark,,19,0.15789473684210525,,all,83.0,0.7606907894736842
resnet50_fitzft,11,fair,overall,light,,19,0.05263157894736842,,noLYM,83.0,0.5608552631578947
resnet50_fitzft,11,fair,overall,mid,,28,0.25,,noLYM,95.0,0.7025586353944563
resnet50_fitzft,11,fair,overall,dark,,9,0.2222222222222222,,noLYM,73.0,0.6979166666666666
resnet50_fitzft,12,source,stratum,light,KC,14,0.7857142857142857,0.5982142857142857,,,
resnet50_fitzft,12,source,stratum,light,MEL,3,0.3333333333333333,0.3802083333333333,,,
resnet50_fitzft,12,source,stratum,light,LYM,1,1.0,0.9375,,,
resnet50_fitzft,12,source,stratum,light,OTH,2,0.5,0.5234375,,,
resnet50_fitzft,12,source,stratum,mid,KC,24,0.8333333333333334,0.6427238805970149,,,
resnet50_fitzft,12,source,stratum,mid,MEL,1,0.0,0.02985074626865669,,,
resnet50_fitzft,12,source,stratum,mid,LYM,3,0.6666666666666666,0.48258706467661694,,,
resnet50_fitzft,12,source,stratum,mid,OTH,2,0.5,0.5746268656716418,,,
resnet50_fitzft,12,source,stratum,dark,KC,3,0.6666666666666666,0.6354166666666666,,,
resnet50_fitzft,12,source,stratum,dark,MEL,3,0.6666666666666666,0.6354166666666666,,,
resnet50_fitzft,12,source,stratum,dark,LYM,12,0.75,0.65625,,,
resnet50_fitzft,12,source,stratum,dark,OTH,1,1.0,0.96875,,,
resnet50_fitzft,12,source,overall,light,,20,0.7,,all,84.0,0.575
resnet50_fitzft,12,source,overall,mid,,30,0.7666666666666667,,all,97.0,0.6017412935323383
resnet50_fitzft,12,source,overall,dark,,19,0.7368421052631579,,all,83.0,0.6661184210526315
resnet50_fitzft,12,source,overall,light,,19,0.6842105263157895,,noLYM,83.0,0.555921052631579
resnet50_fitzft,12,source,overall,mid,,27,0.7777777777777778,,noLYM,94.0,0.614980652294085
resnet50_fitzft,12,source,overall,dark,,7,0.7142857142857143,,noLYM,71.0,0.6830357142857143
resnet50_fitzft,12,simple,stratum,light,KC,14,0.14285714285714285,0.6584821428571428,,,
resnet50_fitzft,12,simple,stratum,light,MEL,3,0.0,0.6927083333333333,,,
resnet50_fitzft,12,simple,stratum,light,LYM,1,0.0,0.96875,,,
resnet50_fitzft,12,simple,stratum,light,OTH,2,0.0,0.4296875,,,
resnet50_fitzft,12,simple,stratum,mid,KC,24,0.125,0.7562189054726368,,,
resnet50_fitzft,12,simple,stratum,mid,MEL,1,0.0,0.3880597014925373,,,
resnet50_fitzft,12,simple,stratum,mid,LYM,3,0.3333333333333333,0.8308457711442787,,,
resnet50_fitzft,12,simple,stratum,mid,OTH,2,0.0,0.7164179104477613,,,
resnet50_fitzft,12,simple,stratum,dark,KC,3,0.0,0.625,,,
resnet50_fitzft,12,simple,stratum,dark,MEL,3,0.0,0.43229166666666663,,,
resnet50_fitzft,12,simple,stratum,dark,LYM,12,0.0,0.6588541666666666,,,
resnet50_fitzft,12,simple,stratum,dark,OTH,1,1.0,0.984375,,,
resnet50_fitzft,12,simple,overall,light,,20,0.1,,all,84.0,0.65625
resnet50_fitzft,12,simple,overall,mid,,30,0.13333333333333333,,all,97.0,0.7487562189054726
resnet50_fitzft,12,simple,overall,dark,,19,0.05263157894736842,,all,83.0,0.6348684210526315
resnet50_fitzft,12,simple,overall,light,,19,0.10526315789473684,,noLYM,83.0,0.6398026315789473
resnet50_fitzft,12,simple,overall,mid,,27,0.1111111111111111,,noLYM,94.0,0.7396351575456053
resnet50_fitzft,12,simple,overall,dark,,7,0.14285714285714285,,noLYM,71.0,0.59375
resnet50_fitzft,12,fair,stratum,light,KC,14,0.2857142857142857,0.6953125,,,
resnet50_fitzft,12,fair,stratum,light,MEL,3,0.3333333333333333,0.6614583333333333,,,
resnet50_fitzft,12,fair,stratum,light,LYM,1,1.0,0.96875,,,
resnet50_fitzft,12,fair,stratum,light,OTH,2,0.0,0.4296875,,,
resnet50_fitzft,12,fair,stratum,mid,KC,24,0.16666666666666666,0.7885572139303483,,,
resnet50_fitzft,12,fair,stratum,mid,MEL,1,0.0,0.32835820895522383,,,
resnet50_fitzft,12,fair,stratum,mid,LYM,3,0.3333333333333333,0.6467661691542288,,,
resnet50_fitzft,12,fair,stratum,mid,OTH,2,0.0,0.708955223880597,,,
resnet50_fitzft,12,fair,stratum,dark,KC,3,0.3333333333333333,0.6041666666666666,,,
resnet50_fitzft,12,fair,stratum,dark,MEL,3,0.0,0.4114583333333333,,,
resnet50_fitzft,12,fair,stratum,dark,LYM,12,0.0,0.6979166666666667,,,
resnet50_fitzft,12,fair,stratum,dark,OTH,1,1.0,0.984375,,,
resnet50_fitzft,12,fair,overall,light,,20,0.3,,all,84.0,0.67734375
resnet50_fitzft,12,fair,overall,mid,,30,0.16666666666666666,,all,97.0,0.753731343283582
resnet50_fitzft,12,fair,overall,dark,,19,0.10526315789473684,,all,83.0,0.6529605263157894
resnet50_fitzft,12,fair,overall,light,,19,0.2631578947368421,,noLYM,83.0,0.6620065789473684
resnet50_fitzft,12,fair,overall,mid,,27,0.14814814814814814,,noLYM,94.0,0.765616362631288
resnet50_fitzft,12,fair,overall,dark,,7,0.2857142857142857,,noLYM,71.0,0.5758928571428572
resnet50_fitzft,13,source,stratum,light,KC,10,0.7,0.5625,,,
resnet50_fitzft,13,source,stratum,light,MEL,5,0.2,0.290625,,,
resnet50_fitzft,13,source,stratum,light,LYM,1,1.0,0.9375,,,
resnet50_fitzft,13,source,stratum,light,OTH,4,0.5,0.4765625,,,
resnet50_fitzft,13,source,stratum,mid,KC,19,0.8421052631578947,0.7376276512175962,,,
resnet50_fitzft,13,source,stratum,mid,MEL,5,0.4,0.45970149253731346,,,
resnet50_fitzft,13,source,stratum,mid,LYM,4,0.75,0.5447761194029851,,,
resnet50_fitzft,13,source,stratum,mid,OTH,2,1.0,0.7014925373134329,,,
resnet50_fitzft,13,source,stratum,dark,KC,4,1.0,0.83203125,,,
resnet50_fitzft,13,source,stratum,dark,MEL,3,0.6666666666666666,0.5833333333333334,,,
resnet50_fitzft,13,source,stratum,dark,LYM,12,0.8333333333333334,0.6751302083333333,,,
resnet50_fitzft,13,source,overall,light,,20,0.55,,all,84.0,0.49609375
resnet50_fitzft,13,source,overall,mid,,30,0.7666666666666667,,all,97.0,0.66318407960199
resnet50_fitzft,13,source,overall,dark,,19,0.8421052631578947,,all,83.0,0.6936677631578947
resnet50_fitzft,13,source,overall,light,,19,0.5263157894736842,,noLYM,83.0,0.4728618421052631
resnet50_fitzft,13,source,overall,mid,,26,0.7692307692307693,,noLYM,93.0,0.6814006888633755
resnet50_fitzft,13,source,overall,dark,,7,0.8571428571428571,,noLYM,71.0,0.7254464285714285
resnet50_fitzft,13,simple,stratum,light,KC,10,0.2,0.7625000000000001,,,
resnet50_fitzft,13,simple,stratum,light,MEL,5,0.0,0.5375000000000001,,,
