backbone,rep,method,kind,skin,dgroup,n_pos,sens,auroc_vs_benign,subset,n,auroc
dinov2b_frozen,14,simple,stratum,mid,LYM,1,0.0,0.9701492537313433,,,
dinov2b_frozen,14,simple,stratum,dark,KC,2,0.5,0.59375,,,
dinov2b_frozen,14,simple,stratum,dark,MEL,2,0.0,0.3125,,,
dinov2b_frozen,14,simple,stratum,dark,LYM,13,0.3076923076923077,0.9447115384615385,,,
dinov2b_frozen,14,simple,stratum,dark,OTH,2,0.5,0.9296875,,,
dinov2b_frozen,14,simple,overall,light,,20,0.15,,all,84.0,0.68046875
dinov2b_frozen,14,simple,overall,mid,,30,0.16666666666666666,,all,97.0,0.7169154228855722
dinov2b_frozen,14,simple,overall,dark,,19,0.3157894736842105,,all,83.0,0.8396381578947368
dinov2b_frozen,14,simple,overall,light,,19,0.15789473684210525,,noLYM,83.0,0.6957236842105263
dinov2b_frozen,14,simple,overall,mid,,29,0.1724137931034483,,noLYM,96.0,0.7081832218219248
dinov2b_frozen,14,simple,overall,dark,,6,0.3333333333333333,,noLYM,70.0,0.6119791666666667
dinov2b_frozen,14,fair,stratum,light,KC,15,0.4,0.7770833333333333,,,
dinov2b_frozen,14,fair,stratum,light,MEL,4,0.25,0.4375,,,
dinov2b_frozen,14,fair,stratum,light,LYM,1,0.0,0.3125,,,
dinov2b_frozen,14,fair,stratum,mid,KC,27,0.2962962962962963,0.8043117744610282,,,
dinov2b_frozen,14,fair,stratum,mid,MEL,2,0.5,0.6194029850746269,,,
dinov2b_frozen,14,fair,stratum,mid,LYM,1,1.0,1.0,,,
dinov2b_frozen,14,fair,stratum,dark,KC,2,0.5,0.625,,,
dinov2b_frozen,14,fair,stratum,dark,MEL,2,0.0,0.5078125,,,
dinov2b_frozen,14,fair,stratum,dark,LYM,13,0.7692307692307693,0.9699519230769231,,,
dinov2b_frozen,14,fair,stratum,dark,OTH,2,0.5,0.96875,,,
dinov2b_frozen,14,fair,overall,light,,20,0.35,,all,84.0,0.6859375
dinov2b_frozen,14,fair,overall,mid,,30,0.3333333333333333,,all,97.0,0.7985074626865671
dinov2b_frozen,14,fair,overall,dark,,19,0.631578947368421,,all,83.0,0.8848684210526315
dinov2b_frozen,14,fair,overall,light,,19,0.3684210526315789,,noLYM,83.0,0.705592105263158
dinov2b_frozen,14,fair,overall,mid,,29,0.3103448275862069,,noLYM,96.0,0.7915594441585179
dinov2b_frozen,14,fair,overall,dark,,6,0.3333333333333333,,noLYM,70.0,0.7005208333333333
dinov2b_frozen,15,source,stratum,light,KC,14,0.9285714285714286,0.7946428571428572,,,
dinov2b_frozen,15,source,stratum,light,MEL,4,1.0,0.609375,,,
dinov2b_frozen,15,source,stratum,light,LYM,1,0.0,0.015625,,,
dinov2b_frozen,15,source,stratum,light,OTH,1,1.0,0.96875,,,
dinov2b_frozen,15,source,stratum,mid,KC,22,0.9090909090909091,0.655359565807327,,,
dinov2b_frozen,15,source,stratum,mid,MEL,2,0.5,0.4552238805970149,,,
dinov2b_frozen,15,source,stratum,mid,LYM,4,0.5,0.35074626865671643,,,
dinov2b_frozen,15,source,stratum,mid,OTH,2,1.0,0.40298507462686567,,,
dinov2b_frozen,15,source,stratum,dark,KC,4,0.5,0.40625,,,
dinov2b_frozen,15,source,stratum,dark,MEL,3,0.6666666666666666,0.4166666666666667,,,
dinov2b_frozen,15,source,stratum,dark,LYM,10,0.5,0.353125,,,
dinov2b_frozen,15,source,stratum,dark,OTH,2,1.0,0.703125,,,
dinov2b_frozen,15,source,overall,light,,20,0.9,,all,84.0,0.72734375
dinov2b_frozen,15,source,overall,mid,,30,0.8333333333333334,,all,97.0,0.5845771144278606
dinov2b_frozen,15,source,overall,dark,,19,0.5789473684210527,,all,83.0,0.4111842105263158
dinov2b_frozen,15,source,overall,light,,19,0.9473684210526315,,noLYM,83.0,0.7648026315789473
dinov2b_frozen,15,source,overall,mid,,26,0.8846153846153846,,noLYM,93.0,0.6205510907003444
dinov2b_frozen,15,source,overall,dark,,9,0.6666666666666666,,noLYM,73.0,0.4756944444444445
dinov2b_frozen,15,simple,stratum,light,KC,14,0.14285714285714285,0.8058035714285715,,,
dinov2b_frozen,15,simple,stratum,light,MEL,4,0.0,0.51953125,,,
dinov2b_frozen,15,simple,stratum,light,LYM,1,1.0,1.0,,,
dinov2b_frozen,15,simple,stratum,light,OTH,1,0.0,0.03125,,,
dinov2b_frozen,15,simple,stratum,mid,KC,22,0.09090909090909091,0.7333785617367707,,,
dinov2b_frozen,15,simple,stratum,mid,MEL,2,0.0,0.4328358208955224,,,
dinov2b_frozen,15,simple,stratum,mid,LYM,4,0.25,0.791044776119403,,,
dinov2b_frozen,15,simple,stratum,mid,OTH,2,0.0,0.8582089552238805,,,
dinov2b_frozen,15,simple,stratum,dark,KC,4,0.25,0.49609375,,,
dinov2b_frozen,15,simple,stratum,dark,MEL,3,0.0,0.36458333333333326,,,
dinov2b_frozen,15,simple,stratum,dark,LYM,10,0.2,0.8140625,,,
dinov2b_frozen,15,simple,stratum,dark,OTH,2,0.5,0.875,,,
dinov2b_frozen,15,simple,overall,light,,20,0.15,,all,84.0,0.71953125
dinov2b_frozen,15,simple,overall,mid,,30,0.1,,all,97.0,0.7293532338308458
dinov2b_frozen,15,simple,overall,dark,,19,0.21052631578947367,,all,83.0,0.6825657894736842
dinov2b_frozen,15,simple,overall,light,,19,0.10526315789473684,,noLYM,83.0,0.7047697368421053
dinov2b_frozen,15,simple,overall,mid,,26,0.07692307692307693,,noLYM,93.0,0.7198622273249139
dinov2b_frozen,15,simple,overall,dark,,9,0.2222222222222222,,noLYM,73.0,0.5364583333333333
dinov2b_frozen,15,fair,stratum,light,KC,14,0.42857142857142855,0.8147321428571429,,,
dinov2b_frozen,15,fair,stratum,light,MEL,4,0.25,0.51953125,,,
dinov2b_frozen,15,fair,stratum,light,LYM,1,1.0,1.0,,,
dinov2b_frozen,15,fair,stratum,light,OTH,1,0.0,0.046875,,,
dinov2b_frozen,15,fair,stratum,mid,KC,22,0.13636363636363635,0.7957937584803257,,,
dinov2b_frozen,15,fair,stratum,mid,MEL,2,0.0,0.6268656716417911,,,
dinov2b_frozen,15,fair,stratum,mid,LYM,4,0.25,0.8694029850746269,,,
dinov2b_frozen,15,fair,stratum,mid,OTH,2,0.0,0.8582089552238805,,,
dinov2b_frozen,15,fair,stratum,dark,KC,4,0.25,0.515625,,,
dinov2b_frozen,15,fair,stratum,dark,MEL,3,0.0,0.2760416666666667,,,
dinov2b_frozen,15,fair,stratum,dark,LYM,10,0.4,0.8640625,,,
dinov2b_frozen,15,fair,stratum,dark,OTH,2,1.0,0.9921875,,,
dinov2b_frozen,15,fair,overall,light,,20,0.4,,all,84.0,0.7265625
dinov2b_frozen,15,fair,overall,mid,,30,0.13333333333333333,,all,97.0,0.7985074626865672
dinov2b_frozen,15,fair,overall,dark,,19,0.3684210526315789,,all,83.0,0.7113486842105263
dinov2b_frozen,15,fair,overall,light,,19,0.3684210526315789,,noLYM,83.0,0.712171052631579
dinov2b_frozen,15,fair,overall,mid,,26,0.11538461538461539,,noLYM,93.0,0.7876004592422503
dinov2b_frozen,15,fair,overall,dark,,9,0.3333333333333333,,noLYM,73.0,0.5416666666666666
dinov2b_frozen,16,source,stratum,light,KC,14,1.0,0.6930803571428572,,,
dinov2b_frozen,16,source,stratum,light,MEL,3,1.0,0.6302083333333333,,,
dinov2b_frozen,16,source,stratum,light,LYM,2,0.5,0.125,,,
dinov2b_frozen,16,source,stratum,light,OTH,1,1.0,0.765625,,,
dinov2b_frozen,16,source,stratum,mid,KC,23,0.9565217391304348,0.7326411421155095,,,
dinov2b_frozen,16,source,stratum,mid,MEL,3,0.6666666666666666,0.527363184079602,,,
dinov2b_frozen,16,source,stratum,mid,LYM,3,0.6666666666666666,0.48756218905472637,,,
dinov2b_frozen,16,source,stratum,mid,OTH,1,1.0,0.5223880597014925,,,
dinov2b_frozen,16,source,stratum,dark,KC,5,0.8,0.590625,,,
dinov2b_frozen,16,source,stratum,dark,MEL,3,0.3333333333333333,0.328125,,,
dinov2b_frozen,16,source,stratum,dark,LYM,8,0.5,0.4140625,,,
dinov2b_frozen,16,source,stratum,dark,OTH,3,1.0,0.7604166666666666,,,
dinov2b_frozen,16,source,overall,light,,20,0.95,,all,84.0,0.63046875
dinov2b_frozen,16,source,overall,mid,,30,0.9,,all,97.0,0.6805970149253732
dinov2b_frozen,16,source,overall,dark,,19,0.631578947368421,,all,83.0,0.5016447368421053
dinov2b_frozen,16,source,overall,light,,18,1.0,,noLYM,82.0,0.6866319444444444
dinov2b_frozen,16,source,overall,mid,,27,0.9259259259259259,,noLYM,94.0,0.7020453289110005
dinov2b_frozen,16,source,overall,dark,,11,0.7272727272727273,,noLYM,75.0,0.5653409090909091
dinov2b_frozen,16,simple,stratum,light,KC,14,0.14285714285714285,0.7020089285714286,,,
dinov2b_frozen,16,simple,stratum,light,MEL,3,0.0,0.7291666666666666,,,
dinov2b_frozen,16,simple,stratum,light,LYM,2,0.5,0.625,,,
dinov2b_frozen,16,simple,stratum,light,OTH,1,0.0,0.390625,,,
dinov2b_frozen,16,simple,stratum,mid,KC,23,0.17391304347826086,0.7495133030499675,,,
dinov2b_frozen,16,simple,stratum,mid,MEL,3,0.3333333333333333,0.6318407960199004,,,
dinov2b_frozen,16,simple,stratum,mid,LYM,3,0.6666666666666666,0.8805970149253731,,,
dinov2b_frozen,16,simple,stratum,mid,OTH,1,0.0,0.5522388059701493,,,
dinov2b_frozen,16,simple,stratum,dark,KC,5,0.0,0.5875,,,
dinov2b_frozen,16,simple,stratum,dark,MEL,3,0.0,0.9114583333333333,,,
dinov2b_frozen,16,simple,stratum,dark,LYM,8,0.375,0.783203125,,,
dinov2b_frozen,16,simple,stratum,dark,OTH,3,0.6666666666666666,0.953125,,,
dinov2b_frozen,16,simple,overall,light,,20,0.15,,all,84.0,0.6828125
dinov2b_frozen,16,simple,overall,mid,,30,0.23333333333333334,,all,97.0,0.7442786069651741
dinov2b_frozen,16,simple,overall,dark,,19,0.2631578947368421,,all,83.0,0.778782894736842
dinov2b_frozen,16,simple,overall,light,,18,0.1111111111111111,,noLYM,82.0,0.6892361111111112
dinov2b_frozen,16,simple,overall,mid,,27,0.18518518518518517,,noLYM,94.0,0.7291321171918187
dinov2b_frozen,16,simple,overall,dark,,11,0.18181818181818182,,noLYM,75.0,0.775568181818182
dinov2b_frozen,16,fair,stratum,light,KC,14,0.42857142857142855,0.7600446428571429,,,
dinov2b_frozen,16,fair,stratum,light,MEL,3,0.3333333333333333,0.765625,,,
dinov2b_frozen,16,fair,stratum,light,LYM,2,0.5,0.828125,,,
dinov2b_frozen,16,fair,stratum,light,OTH,1,0.0,0.390625,,,
dinov2b_frozen,16,fair,stratum,mid,KC,23,0.391304347826087,0.7255029201817003,,,
dinov2b_frozen,16,fair,stratum,mid,MEL,3,0.3333333333333333,0.6169154228855721,,,
dinov2b_frozen,16,fair,stratum,mid,LYM,3,0.3333333333333333,0.8855721393034826,,,
dinov2b_frozen,16,fair,stratum,mid,OTH,1,0.0,0.5522388059701493,,,
dinov2b_frozen,16,fair,stratum,dark,KC,5,0.2,0.59375,,,
dinov2b_frozen,16,fair,stratum,dark,MEL,3,0.3333333333333333,0.8645833333333333,,,
dinov2b_frozen,16,fair,stratum,dark,LYM,8,0.5,0.875,,,
dinov2b_frozen,16,fair,stratum,dark,OTH,3,0.6666666666666666,0.9270833333333333,,,
dinov2b_frozen,16,fair,overall,light,,20,0.4,,all,84.0,0.74921875
dinov2b_frozen,16,fair,overall,mid,,30,0.36666666666666664,,all,97.0,0.7248756218905473
dinov2b_frozen,16,fair,overall,dark,,19,0.42105263157894735,,all,83.0,0.8075657894736842
dinov2b_frozen,16,fair,overall,light,,18,0.3888888888888889,,noLYM,82.0,0.7404513888888888
dinov2b_frozen,16,fair,overall,mid,,27,0.37037037037037035,,noLYM,94.0,0.70702045328911
dinov2b_frozen,16,fair,overall,dark,,11,0.36363636363636365,,noLYM,75.0,0.7585227272727273
dinov2b_frozen,17,source,stratum,light,KC,14,1.0,0.7533482142857142,,,
dinov2b_frozen,17,source,stratum,light,MEL,4,1.0,0.80078125,,,
dinov2b_frozen,17,source,stratum,light,OTH,2,0.5,0.546875,,,
dinov2b_frozen,17,source,stratum,mid,KC,23,0.9130434782608695,0.6632057105775471,,,
dinov2b_frozen,17,source,stratum,mid,MEL,4,0.25,0.4253731343283582,,,
dinov2b_frozen,17,source,stratum,mid,LYM,2,0.5,0.4626865671641791,,,
dinov2b_frozen,17,source,stratum,mid,OTH,1,1.0,0.34328358208955223,,,
dinov2b_frozen,17,source,stratum,dark,KC,4,0.75,0.65625,,,
dinov2b_frozen,17,source,stratum,dark,MEL,4,0.5,0.3984375,,,
dinov2b_frozen,17,source,stratum,dark,LYM,9,0.6666666666666666,0.5225694444444444,,,
dinov2b_frozen,17,source,stratum,dark,OTH,2,1.0,0.640625,,,
dinov2b_frozen,17,source,overall,light,,20,0.95,,all,84.0,0.7421875
dinov2b_frozen,17,source,overall,mid,,30,0.8,,all,97.0,0.6074626865671642
dinov2b_frozen,17,source,overall,dark,,19,0.6842105263157895,,all,83.0,0.5370065789473684
dinov2b_frozen,17,source,overall,light,,20,0.95,,noLYM,84.0,0.7421875
dinov2b_frozen,17,source,overall,mid,,28,0.8214285714285714,,noLYM,95.0,0.6178038379530917
dinov2b_frozen,17,source,overall,dark,,10,0.7,,noLYM,74.0,0.5499999999999999
dinov2b_frozen,17,simple,stratum,light,KC,14,0.0,0.7310267857142858,,,
dinov2b_frozen,17,simple,stratum,light,MEL,4,0.25,0.77734375,,,
dinov2b_frozen,17,simple,stratum,light,OTH,2,0.0,0.53125,,,
dinov2b_frozen,17,simple,stratum,mid,KC,23,0.0,0.7819597663854639,,,
dinov2b_frozen,17,simple,stratum,mid,MEL,4,0.25,0.5074626865671642,,,
dinov2b_frozen,17,simple,stratum,mid,LYM,2,0.5,1.0,,,
dinov2b_frozen,17,simple,stratum,mid,OTH,1,0.0,0.6865671641791045,,,
dinov2b_frozen,17,simple,stratum,dark,KC,4,0.75,0.94921875,,,
dinov2b_frozen,17,simple,stratum,dark,MEL,4,0.0,0.80078125,,,
dinov2b_frozen,17,simple,stratum,dark,LYM,9,0.1111111111111111,0.8663194444444444,,,
dinov2b_frozen,17,simple,stratum,dark,OTH,2,0.0,0.6328125,,,
dinov2b_frozen,17,simple,overall,light,,20,0.05,,all,84.0,0.7203125000000001
dinov2b_frozen,17,simple,overall,mid,,30,0.06666666666666667,,all,97.0,0.7567164179104479
dinov2b_frozen,17,simple,overall,dark,,19,0.21052631578947367,,all,83.0,0.8453947368421053
dinov2b_frozen,17,simple,overall,light,,20,0.05,,noLYM,84.0,0.7203125000000001
dinov2b_frozen,17,simple,overall,mid,,28,0.03571428571428571,,noLYM,95.0,0.7393390191897655
dinov2b_frozen,17,simple,overall,dark,,10,0.3,,noLYM,74.0,0.8265625
dinov2b_frozen,17,fair,stratum,light,KC,14,0.14285714285714285,0.8058035714285714,,,
dinov2b_frozen,17,fair,stratum,light,MEL,4,0.25,0.7109375,,,
dinov2b_frozen,17,fair,stratum,light,OTH,2,0.5,0.5234375,,,
dinov2b_frozen,17,fair,stratum,mid,KC,23,0.34782608695652173,0.8163530175210901,,,
dinov2b_frozen,17,fair,stratum,mid,MEL,4,0.25,0.45895522388059706,,,
dinov2b_frozen,17,fair,stratum,mid,LYM,2,1.0,0.9925373134328358,,,
dinov2b_frozen,17,fair,stratum,mid,OTH,1,0.0,0.5970149253731343,,,
dinov2b_frozen,17,fair,stratum,dark,KC,4,1.0,1.0,,,
dinov2b_frozen,17,fair,stratum,dark,MEL,4,0.0,0.703125,,,
dinov2b_frozen,17,fair,stratum,dark,LYM,9,0.2222222222222222,0.8263888888888888,,,
dinov2b_frozen,17,fair,stratum,dark,OTH,2,0.5,0.6875,,,
dinov2b_frozen,17,fair,overall,light,,20,0.2,,all,84.0,0.75859375
dinov2b_frozen,17,fair,overall,mid,,30,0.36666666666666664,,all,97.0,0.7731343283582089
dinov2b_frozen,17,fair,overall,dark,,19,0.3684210526315789,,all,83.0,0.8223684210526316
dinov2b_frozen,17,fair,overall,light,,20,0.2,,noLYM,84.0,0.75859375
dinov2b_frozen,17,fair,overall,mid,,28,0.32142857142857145,,noLYM,95.0,0.7574626865671642
dinov2b_frozen,17,fair,overall,dark,,10,0.5,,noLYM,74.0,0.81875
dinov2b_frozen,18,source,stratum,light,KC,16,0.9375,0.78125,,,
dinov2b_frozen,18,source,stratum,light,MEL,3,1.0,0.5885416666666666,,,
dinov2b_frozen,18,source,stratum,light,OTH,1,0.0,0.1875,,,
dinov2b_frozen,18,source,stratum,mid,KC,23,0.9130434782608695,0.6560674886437379,,,
dinov2b_frozen,18,source,stratum,mid,MEL,3,0.6666666666666666,0.6218905472636815,,,
dinov2b_frozen,18,source,stratum,mid,LYM,2,0.5,0.31343283582089554,,,
dinov2b_frozen,18,source,stratum,mid,OTH,2,1.0,0.39552238805970147,,,
dinov2b_frozen,18,source,stratum,dark,KC,4,0.75,0.58203125,,,
dinov2b_frozen,18,source,stratum,dark,MEL,5,0.4,0.36250000000000004,,,
dinov2b_frozen,18,source,stratum,dark,LYM,7,0.42857142857142855,0.40624999999999994,,,
dinov2b_frozen,18,source,stratum,dark,OTH,3,1.0,0.765625,,,
dinov2b_frozen,18,source,overall,light,,20,0.9,,all,84.0,0.72265625
dinov2b_frozen,18,source,overall,mid,,30,0.8666666666666667,,all,97.0,0.6124378109452737
dinov2b_frozen,18,source,overall,dark,,19,0.5789473684210527,,all,83.0,0.48848684210526316
dinov2b_frozen,18,source,overall,light,,20,0.9,,noLYM,84.0,0.72265625
dinov2b_frozen,18,source,overall,mid,,28,0.8928571428571429,,noLYM,95.0,0.6337953091684436
dinov2b_frozen,18,source,overall,dark,,12,0.6666666666666666,,noLYM,76.0,0.5364583333333333
dinov2b_frozen,18,simple,stratum,light,KC,16,0.25,0.828125,,,
dinov2b_frozen,18,simple,stratum,light,MEL,3,0.0,0.47395833333333326,,,
dinov2b_frozen,18,simple,stratum,light,OTH,1,0.0,0.78125,,,
dinov2b_frozen,18,simple,stratum,mid,KC,23,0.21739130434782608,0.7767683322517844,,,
dinov2b_frozen,18,simple,stratum,mid,MEL,3,0.0,0.5124378109452736,,,
dinov2b_frozen,18,simple,stratum,mid,LYM,2,0.5,0.7164179104477613,,,
dinov2b_frozen,18,simple,stratum,mid,OTH,2,0.5,0.8582089552238806,,,
dinov2b_frozen,18,simple,stratum,dark,KC,4,0.75,0.81640625,,,
dinov2b_frozen,18,simple,stratum,dark,MEL,5,0.0,0.528125,,,
dinov2b_frozen,18,simple,stratum,dark,LYM,7,0.42857142857142855,0.8035714285714286,,,
dinov2b_frozen,18,simple,stratum,dark,OTH,3,0.3333333333333333,0.8958333333333333,,,
dinov2b_frozen,18,simple,overall,light,,20,0.2,,all,84.0,0.77265625
dinov2b_frozen,18,simple,overall,mid,,30,0.23333333333333334,,all,97.0,0.7517412935323383
dinov2b_frozen,18,simple,overall,dark,,19,0.3684210526315789,,all,83.0,0.7483552631578947
dinov2b_frozen,18,simple,overall,light,,20,0.2,,noLYM,84.0,0.77265625
dinov2b_frozen,18,simple,overall,mid,,28,0.21428571428571427,,noLYM,95.0,0.7542643923240939
dinov2b_frozen,18,simple,overall,dark,,12,0.3333333333333333,,noLYM,76.0,0.7161458333333333
dinov2b_frozen,18,fair,stratum,light,KC,16,0.375,0.875,,,
dinov2b_frozen,18,fair,stratum,light,MEL,3,0.0,0.4270833333333333,,,
dinov2b_frozen,18,fair,stratum,light,OTH,1,0.0,0.921875,,,
dinov2b_frozen,18,fair,stratum,mid,KC,23,0.43478260869565216,0.826735885788449,,,
dinov2b_frozen,18,fair,stratum,mid,MEL,3,0.0,0.3681592039800995,,,
dinov2b_frozen,18,fair,stratum,mid,LYM,2,0.5,0.8731343283582089,,,
dinov2b_frozen,18,fair,stratum,mid,OTH,2,0.5,0.8059701492537314,,,
dinov2b_frozen,18,fair,stratum,dark,KC,4,0.75,0.90234375,,,
dinov2b_frozen,18,fair,stratum,dark,MEL,5,0.0,0.525,,,
dinov2b_frozen,18,fair,stratum,dark,LYM,7,0.42857142857142855,0.8214285714285714,,,
dinov2b_frozen,18,fair,stratum,dark,OTH,3,0.6666666666666666,0.921875,,,
dinov2b_frozen,18,fair,overall,light,,20,0.3,,all,84.0,0.81015625
dinov2b_frozen,18,fair,overall,mid,,30,0.4,,all,97.0,0.782587064676617
dinov2b_frozen,18,fair,overall,dark,,19,0.42105263157894735,,all,83.0,0.7763157894736843
dinov2b_frozen,18,fair,overall,light,,20,0.3,,noLYM,84.0,0.81015625
dinov2b_frozen,18,fair,overall,mid,,28,0.39285714285714285,,noLYM,95.0,0.7761194029850746
dinov2b_frozen,18,fair,overall,dark,,12,0.4166666666666667,,noLYM,76.0,0.75
dinov2b_frozen,19,source,stratum,light,KC,17,1.0,0.7169117647058824,,,
dinov2b_frozen,19,source,stratum,light,MEL,1,1.0,0.875,,,
dinov2b_frozen,19,source,stratum,light,LYM,1,1.0,0.171875,,,
dinov2b_frozen,19,source,stratum,light,OTH,1,0.0,0.125,,,
dinov2b_frozen,19,source,stratum,mid,KC,23,1.0,0.7709279688513953,,,
dinov2b_frozen,19,source,stratum,mid,MEL,5,0.6,0.6119402985074627,,,
dinov2b_frozen,19,source,stratum,mid,LYM,2,0.5,0.48507462686567165,,,
dinov2b_frozen,19,source,stratum,dark,KC,2,0.5,0.4375,,,
dinov2b_frozen,19,source,stratum,dark,MEL,4,1.0,0.69140625,,,
dinov2b_frozen,19,source,stratum,dark,LYM,10,0.5,0.4546875,,,
dinov2b_frozen,19,source,stratum,dark,OTH,3,1.0,0.71875,,,
dinov2b_frozen,19,source,overall,light,,20,0.95,,all,84.0,0.66796875
dinov2b_frozen,19,source,overall,mid,,30,0.9,,all,97.0,0.7253731343283583
dinov2b_frozen,19,source,overall,dark,,19,0.6842105263157895,,all,83.0,0.544407894736842
dinov2b_frozen,19,source,overall,light,,19,0.9473684210526315,,noLYM,83.0,0.694078947368421
dinov2b_frozen,19,source,overall,mid,,28,0.9285714285714286,,noLYM,95.0,0.7425373134328358
dinov2b_frozen,19,source,overall,dark,,9,0.8888888888888888,,noLYM,73.0,0.6440972222222222
dinov2b_frozen,19,simple,stratum,light,KC,17,0.17647058823529413,0.7205882352941176,,,
dinov2b_frozen,19,simple,stratum,light,MEL,1,0.0,0.734375,,,
dinov2b_frozen,19,simple,stratum,light,LYM,1,0.0,0.703125,,,
dinov2b_frozen,19,simple,stratum,light,OTH,1,0.0,0.953125,,,
dinov2b_frozen,19,simple,stratum,mid,KC,23,0.17391304347826086,0.7410772225827384,,,
dinov2b_frozen,19,simple,stratum,mid,MEL,5,0.0,0.7014925373134329,,,
dinov2b_frozen,19,simple,stratum,mid,LYM,2,0.5,0.835820895522388,,,
dinov2b_frozen,19,simple,stratum,dark,KC,2,0.5,0.875,,,
dinov2b_frozen,19,simple,stratum,dark,MEL,4,0.0,0.46484375,,,
dinov2b_frozen,19,simple,stratum,dark,LYM,10,0.3,0.7796875,,,
dinov2b_frozen,19,simple,stratum,dark,OTH,3,0.3333333333333333,0.8802083333333333,,,
dinov2b_frozen,19,simple,overall,light,,20,0.15,,all,84.0,0.73203125
dinov2b_frozen,19,simple,overall,mid,,30,0.16666666666666666,,all,97.0,0.7407960199004975
dinov2b_frozen,19,simple,overall,dark,,19,0.2631578947368421,,all,83.0,0.7393092105263157
dinov2b_frozen,19,simple,overall,light,,19,0.15789473684210525,,noLYM,83.0,0.7335526315789473
dinov2b_frozen,19,simple,overall,mid,,28,0.14285714285714285,,noLYM,95.0,0.7340085287846482
dinov2b_frozen,19,simple,overall,dark,,9,0.2222222222222222,,noLYM,73.0,0.6944444444444444
dinov2b_frozen,19,fair,stratum,light,KC,17,0.29411764705882354,0.7242647058823529,,,
dinov2b_frozen,19,fair,stratum,light,MEL,1,0.0,0.890625,,,
dinov2b_frozen,19,fair,stratum,light,LYM,1,0.0,0.8125,,,
dinov2b_frozen,19,fair,stratum,light,OTH,1,0.0,0.671875,,,
dinov2b_frozen,19,fair,stratum,mid,KC,23,0.2608695652173913,0.8040233614536015,,,
dinov2b_frozen,19,fair,stratum,mid,MEL,5,0.0,0.6358208955223881,,,
dinov2b_frozen,19,fair,stratum,mid,LYM,2,0.5,0.9402985074626865,,,
dinov2b_frozen,19,fair,stratum,dark,KC,2,1.0,0.9921875,,,
dinov2b_frozen,19,fair,stratum,dark,MEL,4,0.0,0.44921875,,,
dinov2b_frozen,19,fair,stratum,dark,LYM,10,0.3,0.8359375,,,
dinov2b_frozen,19,fair,stratum,dark,OTH,3,0.3333333333333333,0.9270833333333334,,,
dinov2b_frozen,19,fair,overall,light,,20,0.25,,all,84.0,0.734375
dinov2b_frozen,19,fair,overall,mid,,30,0.23333333333333334,,all,97.0,0.7850746268656716
dinov2b_frozen,19,fair,overall,dark,,19,0.3157894736842105,,all,83.0,0.785361842105263
dinov2b_frozen,19,fair,overall,light,,19,0.2631578947368421,,noLYM,83.0,0.7302631578947368
dinov2b_frozen,19,fair,overall,mid,,28,0.21428571428571427,,noLYM,95.0,0.7739872068230278
dinov2b_frozen,19,fair,overall,dark,,9,0.3333333333333333,,noLYM,73.0,0.7291666666666667
dinov2b_fitzft,0,source,stratum,light,KC,16,0.9375,0.5947265625,,,
dinov2b_fitzft,0,source,stratum,light,MEL,2,0.5,0.3671875,,,
dinov2b_fitzft,0,source,stratum,light,OTH,2,0.5,0.1171875,,,
dinov2b_fitzft,0,source,stratum,mid,KC,24,0.8333333333333334,0.5597014925373135,,,
dinov2b_fitzft,0,source,stratum,mid,MEL,4,0.75,0.7126865671641791,,,
dinov2b_fitzft,0,source,stratum,mid,LYM,1,1.0,0.6865671641791045,,,
dinov2b_fitzft,0,source,stratum,mid,OTH,1,0.0,0.10447761194029848,,,
dinov2b_fitzft,0,source,stratum,dark,KC,4,0.5,0.46484375,,,
dinov2b_fitzft,0,source,stratum,dark,MEL,4,0.75,0.6171875,,,
dinov2b_fitzft,0,source,stratum,dark,LYM,11,0.8181818181818182,0.6321022727272727,,,
dinov2b_fitzft,0,source,overall,light,,20,0.85,,all,84.0,0.52421875
dinov2b_fitzft,0,source,overall,mid,,30,0.8,,all,97.0,0.5691542288557214
dinov2b_fitzft,0,source,overall,dark,,19,0.7368421052631579,,all,83.0,0.59375
dinov2b_fitzft,0,source,overall,light,,20,0.85,,noLYM,84.0,0.52421875
dinov2b_fitzft,0,source,overall,mid,,29,0.7931034482758621,,noLYM,96.0,0.5651055069480185
dinov2b_fitzft,0,source,overall,dark,,8,0.625,,noLYM,72.0,0.541015625
dinov2b_fitzft,0,simple,stratum,light,KC,16,0.375,0.5087890625,,,
dinov2b_fitzft,0,simple,stratum,light,MEL,2,0.5,0.546875,,,
dinov2b_fitzft,0,simple,stratum,light,OTH,2,0.5,0.375,,,
dinov2b_fitzft,0,simple,stratum,mid,KC,24,0.5416666666666666,0.6287313432835822,,,
dinov2b_fitzft,0,simple,stratum,mid,MEL,4,0.25,0.3992537313432836,,,
dinov2b_fitzft,0,simple,stratum,mid,LYM,1,0.0,0.6119402985074627,,,
dinov2b_fitzft,0,simple,stratum,mid,OTH,1,0.0,0.07462686567164178,,,
dinov2b_fitzft,0,simple,stratum,dark,KC,4,0.0,0.43359375,,,
dinov2b_fitzft,0,simple,stratum,dark,MEL,4,0.0,0.5234375,,,
dinov2b_fitzft,0,simple,stratum,dark,LYM,11,0.18181818181818182,0.5823863636363636,,,
dinov2b_fitzft,0,simple,overall,light,,20,0.4,,all,84.0,0.49921875
